Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,pe-ratio,ps-ratio,pb-ratio,Ticker
2010-01-04,45.13868047043461,45.699056264282646,45.03585652500438,45.51911926269531,1676777.0,0.0,0.0,9.154411974789914,0.706715734711816,1.292624323604743,allianz
2010-01-05,45.49854864531639,46.11033829467648,45.3957286353897,45.657920837402344,1742206.0,0.0,0.0,9.154411974789914,0.706715734711816,1.292624323604743,allianz
2010-01-06,45.83272778410101,46.16175658169708,45.6270838050203,46.012664794921875,1362139.0,0.0,0.0,9.154411974789914,0.706715734711816,1.292624323604743,allianz
2010-01-07,45.71447841951998,45.98181675263947,45.42143704204866,45.483131408691406,1926360.0,0.0,0.0,9.154411974789914,0.706715734711816,1.292624323604743,allianz
2010-01-08,45.84814450844025,45.84814450844025,44.56287470715221,45.23635482788086,2425290.0,0.0,0.0,9.154411974789914,0.706715734711816,1.292624323604743,allianz
2010-01-11,45.349464286954394,45.60137609802267,44.5268923062898,44.727394104003906,2257544.0,0.0,0.0,9.154411974789914,0.706715734711816,1.292624323604743,allianz
2010-01-12,44.72739176418151,45.128395338632025,44.26469382353384,44.53717041015625,2920181.0,0.0,0.0,9.154411974789914,0.706715734711816,1.292624323604743,allianz
2010-01-13,44.32638533632509,45.0050076314795,44.32638533632509,44.61428451538086,1777567.0,0.0,0.0,9.154411974789914,0.706715734711816,1.292624323604743,allianz
2010-01-14,44.97929850522646,45.0050054688349,43.84826270842996,44.146446228027344,2464219.0,0.0,0.0,9.154411974789914,0.706715734711816,1.292624323604743,allianz
2010-01-15,44.3675172536529,44.52174728386202,43.31873657443503,43.580928802490234,3020194.0,0.0,0.0,9.154411974789914,0.706715734711816,1.292624323604743,allianz
2010-01-18,43.95108721970346,44.300680779991424,43.498673639114706,43.59121322631836,1697075.0,0.0,0.0,9.154411974789914,0.706715734711816,1.292624323604743,allianz
2010-01-19,43.64261814223646,43.961366443694416,42.89716327623891,43.791709899902344,2293617.0,0.0,0.0,9.154411974789914,0.706715734711816,1.292624323604743,allianz
2010-01-20,43.79171538188053,43.94594933596841,42.516725938773604,42.701805114746094,2327398.0,0.0,0.0,9.154411974789914,0.706715734711816,1.292624323604743,allianz
