Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,pe-ratio,ps-ratio,pb-ratio,Ticker
2010-01-04,4.826971438512308,4.953136444091797,4.817626130115723,4.953136444091797,14257860.0,0.0,0.0,128.62500000000006,0.7073106570084551,1.070128591152055,deutsche-telekom
2010-01-05,4.948464879358227,4.953137757610756,4.871364170712285,4.911082744598389,14077418.0,0.0,0.0,128.62500000000006,0.7073106570084551,1.070128591152055,deutsche-telekom
2010-01-06,4.831645369770186,4.833981808786652,4.770899292232571,4.789590358734131,28100490.0,0.0,0.0,128.62500000000006,0.7073106570084551,1.070128591152055,deutsche-telekom
2010-01-07,4.766226496297002,4.770899374410425,4.663425405952602,4.698471546173096,21799244.0,0.0,0.0,128.62500000000006,0.7073106570084551,1.070128591152055,deutsche-telekom
2010-01-08,4.7078165350026095,4.728844039445655,4.668565431045004,4.724171161651611,20945576.0,0.0,0.0,128.62500000000006,0.7073106570084551,1.070128591152055,deutsche-telekom
2010-01-11,4.754544321345156,4.768562508801303,4.721834623107288,4.756880760192871,14631526.0,0.0,0.0,128.62500000000006,0.7073106570084551,1.070128591152055,deutsche-telekom
2010-01-12,4.763890116918605,4.784917623062244,4.705480476659651,4.719499111175537,15533316.0,0.0,0.0,128.62500000000006,0.7073106570084551,1.070128591152055,deutsche-telekom
2010-01-13,4.726508198463329,4.7662267734768955,4.712490008938015,4.747535705566406,14887240.0,0.0,0.0,128.62500000000006,0.7073106570084551,1.070128591152055,deutsche-telekom
2010-01-14,4.76388998234937,4.777908616469261,4.733517166349961,4.752208232879639,12068075.0,0.0,0.0,128.62500000000006,0.7073106570084551,1.070128591152055,deutsche-telekom
2010-01-15,4.740526785160551,4.770899603093292,4.663425629483934,4.689126014709473,26927150.0,0.0,0.0,128.62500000000006,0.7073106570084551,1.070128591152055,deutsche-telekom
2010-01-18,4.672770797068688,4.6844525458093,4.600342974490565,4.639594078063965,21220358.0,0.0,0.0,128.62500000000006,0.7073106570084551,1.070128591152055,deutsche-telekom
2010-01-19,4.6288471736023915,4.719499048155124,4.62604326848458,4.717162609100342,16950154.0,0.0,0.0,128.62500000000006,0.7073106570084551,1.070128591152055,deutsche-telekom
2010-01-20,4.721835756501533,4.745199704956649,4.6484734307205375,4.6592206954956055,20947097.0,0.0,0.0,128.62500000000006,0.7073106570084551,1.070128591152055,deutsche-telekom
2010-01-21,4.696136153608961,4.714827224597612,4.614830017089844,4.614830017089844,21074450.0,0.0,0.0,128.62500000000006,0.7073106570084551,1.070128591152055,deutsche-telekom
2010-01-22,4.607351852828334,4.684452553277683,4.574642599798353,4.583520889282227,26347655.0,0.0,0.0,128.62500000000006,0.7073106570084551,1.070128591152055,deutsche-telekom
2010-01-25,4.560624602703318,4.5956702960753795,4.539129631506881,4.541933536529541,18909986.0,0.0,0.0,128.62500000000006,0.7073106570084551,1.070128591152055,deutsche-telekom
2010-01-26,4.518569592404777,4.5690354265109585,4.497542087255507,4.541933536529541,24278591.0,0.0,0.0,128.62500000000006,0.7073106570084551,1.070128591152055,deutsche-telekom
2010-01-27,4.499878753208791,4.527448110627998,4.485860564278911,4.513896942138672,27212236.0,0.0,0.0,128.62500000000006,0.7073106570084551,1.070128591152055,deutsche-telekom
2010-01-28,4.513897380978441,4.5610922966137935,4.395676136016846,4.395676136016846,38428975.0,0.0,0.0,128.62500000000006,0.7073106570084551,1.070128591152055,deutsche-telekom
2010-01-29,4.395676047249019,4.415769068495307,4.365303227956436,4.372312545776367,39286000.0,0.0,0.0,128.62500000000006,0.7073106570084551,1.070128591152055,deutsche-telekom
